Chr,Locus,Meth.x,end.x,width,strand,gene_id,combined,feature,transplant_logFC,logCPM,LR,PValue,FDR,Sig,Dir,Sig_Dir,Treat,Description,start,end.y,GO_terms
NW_026262593.1,23241303,1,23241304,2,*,LOC127719747,NW_026262593.1-23241303,UTR,-2.488268377343929,2.3614911545178954,16.091628029455766,6.0350243484752905e-5,0.04987381840482158,TRUE,Down,TRUE_Down,Origin,uncharacterized LOC127719747,23228645,23241436,NA
NW_026262604.1,6192739,1,6192740,2,*,NA,NW_026262604.1-6192739,interg,3.4056319186059705,2.9189349201830717,16.145880934579033,5.864596962667951e-5,0.04897555789823809,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262604.1,6192780,1,6192781,2,*,NA,NW_026262604.1-6192780,interg,3.4896099269976526,2.9038017160000704,17.140806133803952,3.470853513330637e-5,0.03506174831295617,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262604.1,65121291,1,65121292,2,*,LOC127721175,NW_026262604.1-65121291,intron,4.574929587619945,3.014157590294415,16.31175884447171,5.3729505055195636e-5,0.04583473423176286,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262615.1,1206907,1,1206908,2,*,NA,NW_026262615.1-1206907,interg,4.054475117242471,2.65585845243026,16.31804321262881,5.355161817385832e-5,0.04583473423176286,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262626.1,33362297,1,33362298,2,*,LOC127724772,NW_026262626.1-33362297,intron,5.690897309956193,2.569816786550677,19.877956439708495,8.254667389535815e-6,0.01903402160495235,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127724772,33361439,33373602,NA
NW_026262626.1,37515625,1,37515626,2,*,NA,NW_026262626.1-37515625,interg,-4.561688103568237,2.7226221395299053,17.8814667777128,2.350994844465969e-5,0.02960876151239492,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262637.1,10110456,1,10110457,2,*,NA,NW_026262637.1-10110456,interg,4.073615285000135,4.466902069987588,17.977516283463913,2.2352961721503035e-5,0.029556203636257387,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,14748949,1,14748950,2,*,NA,NW_026262668.1-14748949,interg,-5.115441960238479,4.368389391761281,19.34327217585644,1.0920331831173622e-5,0.020627726805384744,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262668.1,14748971,1,14748972,2,*,NA,NW_026262668.1-14748971,interg,-4.776739575102095,4.381263917218433,21.635205843526506,3.297434763162088e-6,0.00934292810483801,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262668.1,14748984,1,14748985,2,*,NA,NW_026262668.1-14748984,interg,-4.344682784701168,4.380551612395581,17.419131182307613,2.9979333592072283e-5,0.034137061752205496,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262668.1,14748999,1,14749000,2,*,NA,NW_026262668.1-14748999,interg,-5.298998192282313,4.365808096556894,23.69240994311023,1.1302742417451032e-6,0.0042700146175641785,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262668.1,14749002,1,14749003,2,*,NA,NW_026262668.1-14749002,interg,-5.1452730409146525,4.3801722259287,23.152771964868244,1.496273555576102e-6,0.0053957664787104564,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262668.1,14749046,1,14749047,2,*,NA,NW_026262668.1-14749046,interg,-4.846037764297186,4.379498201384363,22.458311742491894,2.1475417750297717e-6,0.006310193582295813,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262668.1,51735605,1,51735606,2,*,LOC127728981,NW_026262668.1-51735605,intron,3.5629284642231687,2.5221539560974002,19.700955824602698,9.055606021815762e-6,0.01903402160495235,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,51735624,1,51735625,2,*,LOC127728981,NW_026262668.1-51735624,intron,3.3277079885818943,2.5559353577272463,16.706282502172364,4.363625373404014e-5,0.03984508961091779,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,51735672,1,51735673,2,*,LOC127728981,NW_026262668.1-51735672,intron,3.5007715623215305,2.5559353577272463,19.82973814802819,8.465531681745322e-6,0.01903402160495235,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,51735676,1,51735677,2,*,LOC127728981,NW_026262668.1-51735676,intron,3.6929017971915936,2.5559353577272463,26.832417968385933,2.2188383722184703e-7,0.0011026832598453312,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262669.1,10644758,1,10644759,2,*,LOC127731747,NW_026262669.1-10644758,intron,-6.523319584325883,2.4168514939126813,26.827984513906728,2.2239344526828506e-7,0.0011026832598453312,TRUE,Down,TRUE_Down,Origin,protein hinderin-like,10625035,10663082,NA
NW_026262679.1,43951868,1,43951869,2,*,LOC127734637,NW_026262679.1-43951868,intron,-3.5513494867802624,2.1608313597125828,25.474474757105416,4.482745886223461e-7,0.0018717823414923067,TRUE,Down,TRUE_Down,Origin,inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5,43946602,43957175,GO:0005112;GO:0005794;GO:0008593
NW_026262679.1,109057542,1,109057543,2,*,LOC127735755,NW_026262679.1-109057542,intron,4.362420230567141,3.631060393098141,16.51903807905442,4.816403495030593e-5,0.04342151946343774,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057615,1,109057616,2,*,LOC127735755,NW_026262679.1-109057615,intron,4.730806523518488,2.535406423654728,18.896512500496943,1.3800473164538792e-5,0.024883194057015567,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057637,1,109057638,2,*,LOC127735755,NW_026262679.1-109057637,intron,4.730806523518488,2.535406423654728,18.896512500496943,1.3800473164538792e-5,0.024883194057015567,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057817,1,109057818,2,*,LOC127735755,NW_026262679.1-109057817,intron,7.0273716939031194,2.8338517493818247,28.66296223312531,8.613549188961356e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057837,1,109057838,2,*,LOC127735755,NW_026262679.1-109057837,intron,5.435351287867761,2.8338517493818247,19.688055376801493,9.116944866555611e-6,0.01903402160495235,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057887,1,109057888,2,*,LOC127735755,NW_026262679.1-109057887,intron,5.41423447212401,2.8422005901296337,19.581905256124298,9.637767780632836e-6,0.019605443766064257,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057914,1,109057915,2,*,LOC127735755,NW_026262679.1-109057914,intron,7.005736470612413,2.8422005901296337,28.551261689988106,9.125034899185291e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057917,1,109057918,2,*,LOC127735755,NW_026262679.1-109057917,intron,7.026588333356767,2.8468696585980897,28.615121328106397,8.829002126549341e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,116494751,1,116494752,2,*,LOC127735913,NW_026262679.1-116494751,intron,4.695537306211741,4.108191129952271,17.859765462407665,2.3779581891990024e-5,0.02960876151239492,TRUE,Up,TRUE_Up,Origin,conoCAP-like,116487811,116497755,NA
NW_026262679.1,116494790,1,116494791,2,*,LOC127735913,NW_026262679.1-116494790,intron,4.755198524209232,4.072884324915165,17.414056350604,3.0059480163206675e-5,0.034137061752205496,TRUE,Up,TRUE_Up,Origin,conoCAP-like,116487811,116497755,NA
NW_026262679.1,116494822,1,116494823,2,*,LOC127735913,NW_026262679.1-116494822,intron,4.64411701879316,4.104237816684892,17.635531300518657,2.675428613817411e-5,0.03213638761364892,TRUE,Up,TRUE_Up,Origin,conoCAP-like,116487811,116497755,NA
NW_026262679.1,118701714,1,118701715,2,*,NA,NW_026262679.1-118701714,interg,7.0870840557871535,3.3007321045705487,26.946900980819933,2.0912218091185397e-7,0.0011026832598453312,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262679.1,118701736,1,118701737,2,*,NA,NW_026262679.1-118701736,interg,7.142166038194911,3.3574339460093885,29.796631123275567,4.798250456137568e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262679.1,118701764,1,118701765,2,*,NA,NW_026262679.1-118701764,interg,7.142166038194911,3.3574339460093885,29.796631123275567,4.798250456137568e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262679.1,118701767,1,118701768,2,*,NA,NW_026262679.1-118701767,interg,6.708477809296748,3.3574339460093885,27.244453214990678,1.792887360166811e-7,0.0010941439901448766,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262679.1,118701769,1,118701770,2,*,NA,NW_026262679.1-118701769,interg,6.924934481968509,3.3574339460093885,28.824261967402713,7.925208734137216e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262679.1,126913622,1,126913623,2,*,LOC127736140,NW_026262679.1-126913622,intron,-3.753693134429083,3.5235596475658695,17.342253186389765,3.121681678897321e-5,0.03440276916106449,TRUE,Down,TRUE_Down,Origin,neurogenic locus Notch protein-like,126905441,127006485,GO:0005102;GO:0005576;GO:0009986;GO:0048856
NW_026262679.1,129477593,1,129477594,2,*,NA,NW_026262679.1-129477593,interg,3.105327772132189,2.588794127361559,19.781145300642187,8.683505817098746e-6,0.01903402160495235,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262690.1,11938405,1,11938406,2,*,LOC127737477,NW_026262690.1-11938405,intron,4.644510722412753,2.70887503204275,18.018429500572143,2.187767002453877e-5,0.029418050023674293,TRUE,Up,TRUE_Up,Origin,neuroligin-4%2C X-linked-like,11932111,12043328,GO:0007158;GO:0007268;GO:0009986;GO:0038023;GO:0042043;GO:0045202;GO:0048488;GO:0050804;GO:0097104;GO:0097105
NW_026262690.1,46951582,1,46951583,2,*,NA,NW_026262690.1-46951582,interg,4.551624527253609,3.8109632632232544,17.86322861212422,2.3736345677277632e-5,0.02960876151239492,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262690.1,46951587,1,46951588,2,*,NA,NW_026262690.1-46951587,interg,4.431334013264621,3.8164839889303672,17.337751575477004,3.1290848855503555e-5,0.03440276916106449,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262690.1,54377890,1,54377891,2,*,LOC127738286,NW_026262690.1-54377890,intron,-4.619984417079344,2.4525047769531048,26.71090446878101,2.3628430601084803e-7,0.0011026832598453312,TRUE,Down,TRUE_Down,Origin,mammalian ependymin-related protein 1-like,54295546,54710297,GO:0005509;GO:0005576;GO:0005764;GO:0007160
NW_026262701.1,25459398,1,25459399,2,*,LOC127702987,NW_026262701.1-25459398,intron,4.582673926649753,2.88231088290822,17.60832102051594,2.7139824416896416e-5,0.03213638761364892,TRUE,Up,TRUE_Up,Origin,ankyrin repeat and SAM domain-containing protein 6-like,25437609,25483539,GO:0003723;GO:0004540;GO:0005515;GO:0006396
NW_026262701.1,38475332,1,38475333,2,*,NA,NW_026262701.1-38475332,interg,-2.5169629479358835,2.531465914280385,16.387209627864895,5.163247048163618e-5,0.045544375256801946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262701.1,41761330,1,41761331,2,*,LOC127702209,NW_026262701.1-41761330,intron,-4.539848754824174,2.3058395896279493,19.913795582304065,8.101361796019527e-6,0.01903402160495235,TRUE,Down,TRUE_Down,Origin,biogenesis of lysosome-related organelles complex 1 subunit 4-like,41756350,41763106,GO:0031083
NW_026262701.1,115635141,1,115635142,2,*,NA,NW_026262701.1-115635141,interg,5.236098532653757,3.1668787981544244,19.356531467795747,1.0844767976096517e-05,0.020627726805384744,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262701.1,119343039,1,119343040,2,*,LOC127700868,NW_026262701.1-119343039,promoter,4.320844595376925,2.8361614800552255,16.153992479294708,5.839535041440458e-5,0.04897555789823809,TRUE,Up,TRUE_Up,Origin,Golgi apparatus protein 1-like,119281169,119342574,GO:0000139;GO:0017134
NW_026262712.1,11710763,1,11710764,2,*,NA,NW_026262712.1-11710763,interg,-4.2179072212046504,3.6507715241586434,20.94694200410927,4.72180957045283e-6,0.012917405595581907,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262712.1,11710795,1,11710796,2,*,NA,NW_026262712.1-11710795,interg,-3.7961115241339742,3.538911964767925,27.9344175974317,1.2549752299343173e-7,8.296954988903255e-4,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262712.1,11710802,1,11710803,2,*,NA,NW_026262712.1-11710802,interg,-4.06063669820682,3.648220338489541,28.382083935436167,9.958264238124599e-8,7.192922255698364e-4,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262712.1,11710819,1,11710820,2,*,NA,NW_026262712.1-11710819,interg,-4.1433092414480175,3.6507715241586434,32.707936145287974,1.070990518079924e-8,2.832234425062359e-4,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262712.1,11710849,1,11710850,2,*,NA,NW_026262712.1-11710849,interg,-4.1433092414480175,3.6507715241586434,32.707936145287974,1.070990518079924e-8,2.832234425062359e-4,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262712.1,11710856,1,11710857,2,*,NA,NW_026262712.1-11710856,interg,-3.977686424067545,3.6488081171833118,26.018939736648942,3.380843571757092e-7,0.0014901068042519382,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262712.1,34491275,1,34491276,2,*,NA,NW_026262712.1-34491275,interg,4.9706037184829714,2.3225790933367754,18.064560044237098,2.1353934116475323e-5,0.02920886832983741,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262712.1,34491281,1,34491282,2,*,NA,NW_026262712.1-34491281,interg,4.675162811343535,2.403497037372224,18.269905956868683,1.9171200752595672e-5,0.026683284415915397,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262712.1,34491303,1,34491304,2,*,NA,NW_026262712.1-34491303,interg,5.11057667902036,2.415740902844901,20.308812962389787,6.589636137465972e-6,0.016337149467683214,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262712.1,83688296,1,83688297,2,*,NA,NW_026262712.1-83688296,interg,5.807747461595206,3.57365902516715,17.851303644790132,2.388555791004317e-5,0.02960876151239492,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262712.1,83688317,1,83688318,2,*,NA,NW_026262712.1-83688317,interg,5.5094090194346315,3.65431980679728,16.876177716289213,3.9899210031635305e-5,0.03724004503364455,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262712.1,107533700,1,107533701,2,*,NA,NW_026262712.1-107533700,interg,5.863825101681971,2.765206720083897,20.82750396396676,5.025604623055611e-6,0.013290211425670564,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262723.1,42726438,1,42726439,2,*,LOC127709457,NW_026262723.1-42726438,intron,5.947632857438805,3.1174203381325327,28.379188364290876,9.973170077857441e-8,7.192922255698364e-4,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127709457,42515468,42894388,GO:0005509;GO:0005515
NW_026262723.1,42726442,1,42726443,2,*,LOC127709457,NW_026262723.1-42726442,intron,4.4267862216586735,3.2494051353796376,18.37892781101264,1.8104918705694037e-5,0.025660907672569098,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127709457,42515468,42894388,GO:0005509;GO:0005515
NW_026262723.1,92768724,1,92768725,2,*,LOC127708661,NW_026262723.1-92768724,intron,5.502615728854231,2.8221721112904223,17.12362547733399,3.502391296509678e-5,0.03506174831295617,TRUE,Up,TRUE_Up,Origin,ankyrin repeat domain-containing protein 50-like,92647132,92915126,GO:0005515;GO:0035556;GO:0097543;GO:1904108
NW_026262734.1,7562710,1,7562711,2,*,NA,NW_026262734.1-7562710,interg,4.847813113692217,2.3882193168984567,18.37805633969602,1.8113201357079086e-5,0.025660907672569098,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262734.1,14973485,1,14973486,2,*,LOC127712505,NW_026262734.1-14973485,intron,-3.576133687528909,3.145486767652112,24.909202663686596,6.009487101018401e-7,0.002383813295796474,TRUE,Down,TRUE_Down,Origin,uncharacterized LOC127712505,14908535,15060352,GO:0005524;GO:0005886;GO:0016887;GO:0140359
NW_026262734.1,106784686,1,106784687,2,*,NA,NW_026262734.1-106784686,interg,4.930324142497868,3.2463262114868283,17.280353202468426,3.225041917800228e-5,0.03457550007414609,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262734.1,106784784,1,106784785,2,*,NA,NW_026262734.1-106784784,interg,4.967491295888057,3.2755852787875637,17.315723696863497,3.165566457121961e-5,0.03440276916106449,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,10962684,1,10962685,2,*,NA,NW_026262745.1-10962684,interg,4.613297491447369,2.4576995961641863,22.64022813186517,1.953512276907063e-6,0.00596084217263161,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,32678186,1,32678187,2,*,NA,NW_026262745.1-32678186,interg,4.876252841067033,3.1892900508661226,18.486396007501153,1.7112139440267033e-5,0.025660907672569098,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,32678204,1,32678205,2,*,NA,NW_026262745.1-32678204,interg,4.8433128374526975,3.150079513605792,18.539471341916887,1.6642194535712498e-5,0.025660907672569098,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,32678212,1,32678213,2,*,NA,NW_026262745.1-32678212,interg,4.8433128374526975,3.150079513605792,18.539471341916887,1.6642194535712498e-5,0.025660907672569098,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,44336502,1,44336503,2,*,NA,NW_026262745.1-44336502,interg,4.744970971339899,2.6023031560968035,22.867161897174366,1.7359237962300047e-6,0.005593849042775355,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,44336505,1,44336506,2,*,NA,NW_026262745.1-44336505,interg,4.744970971339899,2.6023031560968035,22.867161897174366,1.7359237962300047e-6,0.005593849042775355,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,44336532,1,44336533,2,*,NA,NW_026262745.1-44336532,interg,4.757853994884827,2.588138483006738,22.837708261847137,1.7627305233425835e-6,0.005593849042775355,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262745.1,82206694,1,82206695,2,*,NA,NW_026262745.1-82206694,interg,5.012086115379273,3.0120654814979053,17.410214086248995,3.0120304060684244e-5,0.034137061752205496,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262604.1,10547895,1,10547896,2,*,LOC127721349,NW_026262604.1-10547895,intron,-2.6376791198643,3.4980831585016827,17.191544449435842,3.379371680002819e-5,0.03506174831295617,TRUE,Down,TRUE_Down,Origin,lithostathine-2-like,10505161,10684032,NA
NW_026262604.1,10547936,1,10547937,2,*,LOC127721349,NW_026262604.1-10547936,intron,-2.6514357853767634,3.5111244674158946,17.196219527138553,3.371065372498329e-5,0.03506174831295617,TRUE,Down,TRUE_Down,Origin,lithostathine-2-like,10505161,10684032,NA
NW_026262701.1,9114506,1,9114507,2,*,LOC127703176,NW_026262701.1-9114506,intron,-9.78704638765374,2.7116680154564587,52.30575913247112,4.74979450358225e-13,3.7682494694169776e-8,TRUE,Down,TRUE_Down,Origin,TOX high mobility group box family member 4-like,9102497,9157361,GO:0005634;GO:0006357;GO:0031490
NW_026262581.1,102437668,1,102437669,2,*,LOC127728277,NW_026262581.1-102437668,intron,-6.954175317282632,2.371292595820874,22.605530561983382,1.9891118928345685e-6,0.00657525800075127,TRUE,Down,TRUE_Down,Transplant,uncharacterized LOC127728277,102431862,102446513,NA
NW_026262581.1,102437675,1,102437676,2,*,LOC127728277,NW_026262581.1-102437675,intron,-5.955772507596301,2.371292595820874,18.318282916531707,1.8690479983902913e-5,0.025565676371085134,TRUE,Down,TRUE_Down,Transplant,uncharacterized LOC127728277,102431862,102446513,NA
NW_026262581.1,102437734,1,102437735,2,*,LOC127728277,NW_026262581.1-102437734,intron,-6.954175317282632,2.371292595820874,22.605530561983382,1.9891118928345685e-6,0.00657525800075127,TRUE,Down,TRUE_Down,Transplant,uncharacterized LOC127728277,102431862,102446513,NA
NW_026262581.1,102437752,1,102437753,2,*,LOC127728277,NW_026262581.1-102437752,intron,-6.954175317282632,2.371292595820874,22.605530561983382,1.9891118928345685e-6,0.00657525800075127,TRUE,Down,TRUE_Down,Transplant,uncharacterized LOC127728277,102431862,102446513,NA
NW_026262581.1,104711571,1,104711572,2,*,NA,NW_026262581.1-104711571,interg,4.898978112547438,3.0170943191638164,20.546770527804075,5.8191881915644e-6,0.012748855858104554,TRUE,Up,TRUE_Up,Transplant,NA,NA,NA,NA
NW_026262581.1,104711576,1,104711577,2,*,NA,NW_026262581.1-104711576,interg,4.898978112547438,3.0170943191638164,20.546770527804075,5.8191881915644e-6,0.012748855858104554,TRUE,Up,TRUE_Up,Transplant,NA,NA,NA,NA
NW_026262581.1,104711611,1,104711612,2,*,NA,NW_026262581.1-104711611,interg,4.7169230662305335,3.0170943191638164,18.624929669558906,1.591260399443419e-5,0.02517693769598724,TRUE,Up,TRUE_Up,Transplant,NA,NA,NA,NA
NW_026262581.1,104711613,1,104711614,2,*,NA,NW_026262581.1-104711613,interg,4.898978112547438,3.0170943191638164,20.546770527804075,5.8191881915644e-6,0.012748855858104554,TRUE,Up,TRUE_Up,Transplant,NA,NA,NA,NA
