Chr,Locus,Meth.x,end.x,width,strand,gene_id,combined,feature,transplant_logFC,logCPM,LR,PValue,FDR,Sig,Dir,Sig_Dir,Treat,Description,start,end.y,GO_terms
NW_026262587.1,39281,1,39282,2,*,NA,NW_026262587.1-39281,interg,-2.4587200684858197,2.852282939642747,19.443979898546946,1.0359384708478537e-5,0.015267342433056946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262587.1,39287,1,39288,2,*,NA,NW_026262587.1-39287,interg,-2.4587200684858197,2.852282939642747,19.443979898546946,1.0359384708478537e-5,0.015267342433056946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262587.1,39295,1,39296,2,*,NA,NW_026262587.1-39295,interg,-2.4587200684858197,2.852282939642747,19.443979898546946,1.0359384708478537e-5,0.015267342433056946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262587.1,39306,1,39307,2,*,NA,NW_026262587.1-39306,interg,-2.4587200684858197,2.852282939642747,19.443979898546946,1.0359384708478537e-5,0.015267342433056946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262587.1,39327,1,39328,2,*,NA,NW_026262587.1-39327,interg,-2.5455401737819603,2.842865792583303,19.569950251304178,9.698265731030636e-6,0.015267342433056946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262593.1,44344868,1,44344869,2,*,LOC127720141,NW_026262593.1-44344868,exon,2.73070398823549,2.786755063037993,16.477138921690845,4.9240235311813955e-5,0.03930806951412681,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127720141,44342295,44354709,GO:0005515
NW_026262604.1,12859714,1,12859715,2,*,NA,NW_026262604.1-12859714,interg,-4.861630262353213,2.743625944950158,27.65739511372876,1.448173718869255e-7,0.0028812372962775967,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262604.1,15977303,1,15977304,2,*,LOC127721452,NW_026262604.1-15977303,exon,-3.9724747989943228,3.0529788055251887,18.25598005562354,1.9311870688903895e-5,0.023463142843505636,TRUE,Down,TRUE_Down,Origin,uncharacterized LOC127721452,15974285,15982042,NA
NW_026262615.1,32025429,1,32025430,2,*,LOC127723487,NW_026262615.1-32025429,intron,5.071459860774935,3.1330872111312384,17.04558950122862,3.649303579485171e-5,0.03262441325178636,TRUE,Up,TRUE_Up,Origin,calmodulin-regulated spectrin-associated protein 1-like,31952663,32026045,GO:0005516;GO:0007026;GO:0030507;GO:0031122;GO:0031175;GO:0036449;GO:0051011
NW_026262626.1,29376539,1,29376540,2,*,LOC127724703,NW_026262626.1-29376539,intron,-4.067154597070387,3.2280639138088527,18.73053128436845,1.5055255841807223e-5,0.019555501469368446,TRUE,Down,TRUE_Down,Origin,E3 ubiquitin-protein ligase parkin-like,28844258,29402950,GO:0000151;GO:0000209;GO:0000422;GO:0001933;GO:0005737;GO:0005739;GO:0005783;GO:0005794;GO:0005829;GO:0006511;GO:0008270;GO:0010821;GO:0031624;GO:0032436;GO:0042981;GO:0061630;GO:1900407
NW_026262637.1,10061615,1,10061616,2,*,NA,NW_026262637.1-10061615,interg,4.345621343621334,2.9454172434023356,23.180317581824088,1.4749929292643642e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262637.1,10061624,1,10061625,2,*,NA,NW_026262637.1-10061624,interg,4.376359541628251,2.935377599378157,23.256667311841447,1.4175815768298577e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262637.1,10061634,1,10061635,2,*,NA,NW_026262637.1-10061634,interg,4.345621343621334,2.9454172434023356,23.180317581824088,1.4749929292643642e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262637.1,10061648,1,10061649,2,*,NA,NW_026262637.1-10061648,interg,4.345621343621334,2.9454172434023356,23.180317581824088,1.4749929292643642e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262637.1,10061662,1,10061663,2,*,NA,NW_026262637.1-10061662,interg,4.345621343621334,2.9454172434023356,23.180317581824088,1.4749929292643642e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262637.1,10061691,1,10061692,2,*,NA,NW_026262637.1-10061691,interg,4.345621343621334,2.9454172434023356,23.180317581824088,1.4749929292643642e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262637.1,11752722,1,11752723,2,*,LOC127725970,NW_026262637.1-11752722,intron,-2.3127911479657985,2.5542567319624285,21.34672342187779,3.832752563855312e-6,0.01280863643913025,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262637.1,11753125,1,11753126,2,*,LOC127725970,NW_026262637.1-11753125,intron,-3.205459587540914,2.3581404021398953,17.995361744129802,2.214438720653719e-5,0.02459503272406064,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262637.1,11753235,1,11753236,2,*,LOC127725970,NW_026262637.1-11753235,intron,-2.6425829331674655,3.2974609423197223,15.859648490999989,6.821783174584799e-5,0.046463154735097996,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262637.1,11753246,1,11753247,2,*,LOC127725970,NW_026262637.1-11753246,intron,-2.9021756411233994,3.2974609423197223,18.595343724762845,1.6161481307301828e-5,0.020304119368301357,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262637.1,11753283,1,11753284,2,*,LOC127725970,NW_026262637.1-11753283,intron,-3.3017936815658953,3.239567257225231,27.193070479870286,1.8411739943195472e-7,0.0028812372962775967,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262637.1,11753298,1,11753299,2,*,LOC127725970,NW_026262637.1-11753298,intron,-3.2969509867300477,3.2926829628017535,27.161792993855073,1.8712028061898704e-7,0.0028812372962775967,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262637.1,11753301,1,11753302,2,*,LOC127725970,NW_026262637.1-11753301,intron,-3.3061555317935545,3.2974609423197223,27.152910610406387,1.8798197298120964e-7,0.0028812372962775967,TRUE,Down,TRUE_Down,Origin,mucin-22-like,11732603,11951874,GO:0004930;GO:0007166;GO:0007189;GO:0016020
NW_026262648.1,1369737,1,1369738,2,*,LOC127726051,NW_026262648.1-1369737,exon,4.309766409595847,2.551802216346744,23.215872008007782,1.4479731657301328e-6,0.0075358372084735874,TRUE,Up,TRUE_Up,Origin,zinc finger protein 704-like,1368132,1387426,GO:0000978;GO:0003700;GO:0005634;GO:0006357
NW_026262659.1,6618716,1,6618717,2,*,NA,NW_026262659.1-6618716,interg,3.010110848704782,2.8039277813784103,15.841950215569552,6.885883420758137e-5,0.046463154735097996,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262667.1,1740727,1,1740728,2,*,NA,NW_026262667.1-1740727,interg,2.4962700478650204,3.50742701487008,15.731688870114432,7.299106292671067e-5,0.04728771937708156,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262667.1,1740732,1,1740733,2,*,NA,NW_026262667.1-1740732,interg,2.4962700478650204,3.50742701487008,15.731688870114432,7.299106292671067e-5,0.04728771937708156,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262667.1,1740764,1,1740765,2,*,NA,NW_026262667.1-1740764,interg,2.4964883163983083,3.5115856861281736,15.730038049534013,7.305478942800167e-5,0.04728771937708156,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,1398015,1,1398016,2,*,LOC127729054,NW_026262668.1-1398015,intron,-5.331634577305793,2.560481564414772,19.13300927387468,1.2191796765787947e-5,0.016684473873980806,TRUE,Down,TRUE_Down,Origin,putative protein-lysine deacylase ABHD14B,1390831,1404173,GO:0005737
NW_026262668.1,1398061,1,1398062,2,*,LOC127729054,NW_026262668.1-1398061,intron,-7.245928126296409,2.5589511313717788,23.2374154654433,1.4318432192030272e-6,0.0075358372084735874,TRUE,Down,TRUE_Down,Origin,putative protein-lysine deacylase ABHD14B,1390831,1404173,GO:0005737
NW_026262668.1,1402128,1,1402129,2,*,LOC127729054,NW_026262668.1-1402128,intron,-10.967640067543224,2.9778907140474624,38.358574080387974,5.88688722133435e-10,4.511474890941793e-5,TRUE,Down,TRUE_Down,Origin,putative protein-lysine deacylase ABHD14B,1390831,1404173,GO:0005737
NW_026262668.1,1402154,1,1402155,2,*,LOC127729054,NW_026262668.1-1402154,intron,-7.653535301692786,2.9778907140474624,23.299422168010572,1.3864165071577112e-6,0.0075358372084735874,TRUE,Down,TRUE_Down,Origin,putative protein-lysine deacylase ABHD14B,1390831,1404173,GO:0005737
NW_026262668.1,1402193,1,1402194,2,*,LOC127729054,NW_026262668.1-1402193,intron,-4.482014375356726,2.957074177059823,16.33169706769403,5.316716722856656e-5,0.04063798753944937,TRUE,Down,TRUE_Down,Origin,putative protein-lysine deacylase ABHD14B,1390831,1404173,GO:0005737
NW_026262668.1,9722137,1,9722138,2,*,LOC127727884,NW_026262668.1-9722137,intron,3.6780346928849394,2.9239745435376885,17.01752323508226,3.7036431349566955e-5,0.03262441325178636,TRUE,Up,TRUE_Up,Origin,peptide methionine sulfoxide reductase MsrA 2-like,9719217,9734895,GO:0005737;GO:0008113;GO:0034599;GO:0036456
NW_026262668.1,27226096,1,27226097,2,*,LOC127729601,NW_026262668.1-27226096,intron,-5.125394325605993,2.7717215236856996,17.1535144255378,3.447709247091654e-5,0.032221786080501955,TRUE,Down,TRUE_Down,Origin,neutral and basic amino acid transport protein rBAT-like,27215600,27230789,GO:0005975
NW_026262668.1,27226107,1,27226108,2,*,LOC127729601,NW_026262668.1-27226107,intron,-5.307911747140532,2.8141192909909996,17.52303669551332,2.8384754849628362e-5,0.02719117590820149,TRUE,Down,TRUE_Down,Origin,neutral and basic amino acid transport protein rBAT-like,27215600,27230789,GO:0005975
NW_026262668.1,64590343,1,64590344,2,*,LOC127730255,NW_026262668.1-64590343,intron,-1.512473818915961,2.4504204607999505,16.492141199549685,4.885214340876666e-5,0.03930806951412681,TRUE,Down,TRUE_Down,Origin,cysteine sulfinic acid decarboxylase-like,64567122,64596347,GO:0005737;GO:0016831;GO:0019752;GO:0030170
NW_026262668.1,108514338,1,108514339,2,*,NA,NW_026262668.1-108514338,interg,4.459931673339163,3.348699337352154,20.61616122036856,5.612036415782152e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,108514361,1,108514362,2,*,NA,NW_026262668.1-108514361,interg,4.459931673339163,3.348699337352154,20.61616122036856,5.612036415782152e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,108514366,1,108514367,2,*,NA,NW_026262668.1-108514366,interg,4.492593266351636,3.348699337352154,20.878821416612,4.892744213967522e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,108514397,1,108514398,2,*,NA,NW_026262668.1-108514397,interg,4.4350301801226735,3.348699337352154,19.710660345359667,9.009736348101162e-6,0.015267342433056946,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262668.1,136151603,1,136151604,2,*,LOC127731126,NW_026262668.1-136151603,intron,4.1649887373831325,2.6027314788886824,16.801950171006673,4.1490641953185364e-5,0.035329742630270146,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127731126,136151260,136207258,GO:0008023;GO:0042795;GO:0042796;GO:0045945
NW_026262668.1,140349299,1,140349300,2,*,LOC127731259,NW_026262668.1-140349299,intron,-3.482883329652428,3.0274605006611948,17.964749394834207,2.250338890425551e-5,0.02461295926022506,TRUE,Down,TRUE_Down,Origin,integrin alpha-4-like,140282692,140421358,GO:0005178;GO:0007160;GO:0007229;GO:0008305;GO:0009897;GO:0033627;GO:0098609
NW_026262668.1,140349342,1,140349343,2,*,LOC127731259,NW_026262668.1-140349342,intron,-3.151762270058388,3.069820225998059,20.014843873112245,7.684333042752942e-6,0.01369526853638173,TRUE,Down,TRUE_Down,Origin,integrin alpha-4-like,140282692,140421358,GO:0005178;GO:0007160;GO:0007229;GO:0008305;GO:0009897;GO:0033627;GO:0098609
NW_026262668.1,140349362,1,140349363,2,*,LOC127731259,NW_026262668.1-140349362,intron,-3.151762270058388,3.069820225998059,20.014843873112245,7.684333042752942e-6,0.01369526853638173,TRUE,Down,TRUE_Down,Origin,integrin alpha-4-like,140282692,140421358,GO:0005178;GO:0007160;GO:0007229;GO:0008305;GO:0009897;GO:0033627;GO:0098609
NW_026262668.1,140349397,1,140349398,2,*,LOC127731259,NW_026262668.1-140349397,intron,-3.0076870838274568,3.056956740123605,18.65032615583856,1.5702040946515682e-5,0.020055693499619595,TRUE,Down,TRUE_Down,Origin,integrin alpha-4-like,140282692,140421358,GO:0005178;GO:0007160;GO:0007229;GO:0008305;GO:0009897;GO:0033627;GO:0098609
NW_026262679.1,12288981,1,12288982,2,*,LOC127732947,NW_026262679.1-12288981,intron,-3.62129801387586,3.066026804602856,20.498971216821026,5.966331079815164e-6,0.01280863643913025,TRUE,Down,TRUE_Down,Origin,coiled-coil domain-containing protein 171-like,12257881,12437361,NA
NW_026262679.1,97509186,1,97509187,2,*,NA,NW_026262679.1-97509186,interg,-4.069457569319466,3.220716572584257,26.30673576990018,2.912710500645241e-7,0.003720308032124145,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262679.1,103882077,1,103882078,2,*,LOC127733705,NW_026262679.1-103882077,intron,-5.64494806943177,3.096232290556513,16.3692335388306,5.2124496346310804e-5,0.04063798753944937,TRUE,Down,TRUE_Down,Origin,DC-STAMP domain-containing protein 2-like,103862027,103901574,GO:0016020
NW_026262679.1,103882103,1,103882104,2,*,LOC127733705,NW_026262679.1-103882103,intron,-5.620075625110061,3.10615295928793,16.34636046554448,5.2757380724303466e-5,0.04063798753944937,TRUE,Down,TRUE_Down,Origin,DC-STAMP domain-containing protein 2-like,103862027,103901574,GO:0016020
NW_026262679.1,103882112,1,103882113,2,*,LOC127733705,NW_026262679.1-103882112,intron,-5.620075625110061,3.10615295928793,16.34636046554448,5.2757380724303466e-5,0.04063798753944937,TRUE,Down,TRUE_Down,Origin,DC-STAMP domain-containing protein 2-like,103862027,103901574,GO:0016020
NW_026262679.1,103882128,1,103882129,2,*,LOC127733705,NW_026262679.1-103882128,intron,-5.601205767762337,3.10615295928793,16.3063945810332,5.38818172277596e-5,0.04063798753944937,TRUE,Down,TRUE_Down,Origin,DC-STAMP domain-containing protein 2-like,103862027,103901574,GO:0016020
NW_026262679.1,109057565,1,109057566,2,*,LOC127735755,NW_026262679.1-109057565,intron,-3.1282256904182844,3.492896771402232,17.020403663751473,3.698029040396736e-5,0.03262441325178636,TRUE,Down,TRUE_Down,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262679.1,109057595,1,109057596,2,*,LOC127735755,NW_026262679.1-109057595,intron,-2.980771367466228,3.4896778158518305,15.97575793424207,6.415880938770382e-5,0.04469885923850973,TRUE,Down,TRUE_Down,Origin,ankyrin repeat domain-containing protein 55-like,109039082,109083512,GO:0005515
NW_026262686.1,1736641,1,1736642,2,*,LOC127736782,NW_026262686.1-1736641,intron,2.934513132394552,3.215508498278741,20.40069864188772,6.2806862010826315e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127736782,1731127,1762253,GO:0004556;GO:0005509;GO:0005975
NW_026262686.1,1736643,1,1736644,2,*,LOC127736782,NW_026262686.1-1736643,intron,3.384696145652604,3.215508498278741,22.26373567021571,2.3765265775257993e-6,0.010713381811486303,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127736782,1731127,1762253,GO:0004556;GO:0005509;GO:0005975
NW_026262686.1,1736649,1,1736650,2,*,LOC127736782,NW_026262686.1-1736649,intron,2.934513132394552,3.215508498278741,20.40069864188772,6.2806862010826315e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127736782,1731127,1762253,GO:0004556;GO:0005509;GO:0005975
NW_026262686.1,1736657,1,1736658,2,*,LOC127736782,NW_026262686.1-1736657,intron,3.413241384402036,3.2110907347112674,22.26908830807799,2.369911072250531e-6,0.010713381811486303,TRUE,Up,TRUE_Up,Origin,uncharacterized LOC127736782,1731127,1762253,GO:0004556;GO:0005509;GO:0005975
NW_026262690.1,26992139,1,26992140,2,*,NA,NW_026262690.1-26992139,interg,3.18037606662983,3.041918373682987,16.677820740586885,4.42958651607225e-5,0.036501698090936875,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262690.1,26992152,1,26992153,2,*,NA,NW_026262690.1-26992152,interg,3.049381560917738,3.0025979289254003,16.200711248913567,5.6972721499672964e-5,0.041190202687254124,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262690.1,45270295,1,45270296,2,*,LOC127736938,NW_026262690.1-45270295,intron,-2.81150051693289,2.5499140472176935,20.80281871878516,5.090798349464574e-6,0.01280863643913025,TRUE,Down,TRUE_Down,Origin,trypsin-like,45263425,45272140,GO:0004252;GO:0006508
NW_026262690.1,56937755,1,56937756,2,*,NA,NW_026262690.1-56937755,interg,4.092654274750725,3.295421250623266,15.697117011403176,7.433739059762936e-5,0.04737287905832104,TRUE,Up,TRUE_Up,Origin,NA,NA,NA,NA
NW_026262690.1,69391943,1,69391944,2,*,NA,NW_026262690.1-69391943,interg,-4.1484439801348145,3.3111850506429645,18.962628250640137,1.3330403021476366e-5,0.017613599412997637,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262690.1,69392023,1,69392024,2,*,NA,NW_026262690.1-69392023,interg,-4.2357735516546136,3.316114779519494,19.66292274684746,9.2376456921167885e-06,0.015267342433056946,TRUE,Down,TRUE_Down,Origin,NA,NA,NA,NA
NW_026262690.1,99797950,1,99797951,2,*,LOC127698938,NW_026262690.1-99797950,intron,-3.537029345650579,2.883440253859787,16.113659467995774,5.9652232655364806e-5,0.0420681883812403,TRUE,Down,TRUE_Down,Origin,golgin subfamily A member 5-like,99747573,100072471,GO:0000139;GO:0000301;GO:0007030;GO:0031985
NW_026262690.1,102128620,1,102128621,2,*,LOC127698933,NW_026262690.1-102128620,intron,5.3070643778151,2.8668692123101387,16.49760515290695,4.871156244651223e-5,0.03930806951412681,TRUE,Up,TRUE_Up,Origin,zinc finger protein 839-like,102116019,102140606,NA
NW_026262690.1,104061963,1,104061964,2,*,LOC127738957,NW_026262690.1-104061963,promoter,2.178861897134428,3.4527391728297037,18.228309792151958,1.9594461375650618e-5,0.023463142843505636,TRUE,Up,TRUE_Up,Origin,E3 ubiquitin-protein ligase rnf168-like,104062723,104076107,GO:0004842;GO:0005634;GO:0006302;GO:0031491;GO:0035861;GO:0046872
NW_026262690.1,109982121,1,109982122,2,*,LOC127737182,NW_026262690.1-109982121,intron,4.217423811769995,2.8372098591809167,20.329637928359293,6.518304988857452e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,neuroendocrine convertase 2-like,109970924,109996980,GO:0000139;GO:0004252;GO:0005802;GO:0016485
NW_026262690.1,109982145,1,109982146,2,*,LOC127737182,NW_026262690.1-109982145,intron,4.110503408878752,2.8115600359835766,19.041471153569493,1.2790816495295535e-5,0.01719714057778015,TRUE,Up,TRUE_Up,Origin,neuroendocrine convertase 2-like,109970924,109996980,GO:0000139;GO:0004252;GO:0005802;GO:0016485
NW_026262690.1,109982155,1,109982156,2,*,LOC127737182,NW_026262690.1-109982155,intron,4.244375739709697,2.8447473119803406,20.542947992684102,5.830820088184642e-6,0.01280863643913025,TRUE,Up,TRUE_Up,Origin,neuroendocrine convertase 2-like,109970924,109996980,GO:0000139;GO:0004252;GO:0005802;GO:0016485
NW_026262696.1,835669,1,835670,2,*,LOC127699942,NW_026262696.1-835669,exon,3.133864194239263,4.604870645730284,18.034066200570987,2.1698710937977374e-5,0.0244544472271005,TRUE,Up,TRUE_Up,Origin,collagen alpha-1(I) chain-like,833219,840190,NA
NW_026262696.1,835678,1,835679,2,*,LOC127699942,NW_026262696.1-835678,exon,3.133864194239263,4.604870645730284,18.034066200570987,2.1698710937977374e-5,0.0244544472271005,TRUE,Up,TRUE_Up,Origin,collagen alpha-1(I) chain-like,833219,840190,NA
NW_026262701.1,2756102,1,2756103,2,*,LOC127702988,NW_026262701.1-2756102,intron,4.573216652103432,2.7736949478118436,19.59646526352438,9.564598799502704e-6,0.015267342433056946,TRUE,Up,TRUE_Up,Origin,hemocyte protein-glutamine gamma-glutamyltransferase-like,2732140,2757115,GO:0003810;GO:0018149
NW_026262701.1,2756156,1,2756157,2,*,LOC127702988,NW_026262701.1-2756156,intron,4.720393667937733,2.766572418529207,20.12717133694735,7.24599345169076e-6,0.013543998882043247,TRUE,Up,TRUE_Up,Origin,hemocyte protein-glutamine gamma-glutamyltransferase-like,2732140,2757115,GO:0003810;GO:0018149
